id,title,dominant_topic,topic_name,topic_confidence
https://openalex.org/W3115656590,Design of a multi-use marine area off-shore the Mediterranean Sea,0,Renewable_Energy_General,0.2
https://openalex.org/W2979843064,Collision risk of Montagu’s Harriers <i>Circus pygargus</i> with wind turbines derived from high‐resolution <scp>GPS</scp> tracking,3,Wind_Energy_Impacts,0.9674081690110852
https://openalex.org/W2083697275,Benefit of GEOSS Interoperability in Assessment of Environmental Impacts Illustrated by the Case of Photovoltaic Systems,0,Renewable_Energy_General,0.5027383995337424
https://openalex.org/W3207237950,The Dark Shadows of the Jolly Green Giants: Urgent Policy and Research Priorities in Renewable Energy Technologies,0,Renewable_Energy_General,0.8658216648123118
https://openalex.org/W2136368706,Wind farm and solar park effects on plant-soil carbon cycling: uncertain impacts of changes in ground-level microclimate,0,Renewable_Energy_General,0.5271974986179645
https://openalex.org/W3015920198,Operational Management Implemented in Biofuel Upstream Supply Chain and Downstream International Trading: Current Issues in Southeast Asia,0,Renewable_Energy_General,0.8313403794959662
https://openalex.org/W4296201467,A granular multicriteria group decision making for renewable energy planning problems,0,Renewable_Energy_General,0.2
https://openalex.org/W4323922350,Sustainable wind energy planning through ecosystem service impact valuation and exergy: A study case in south-central Chile,0,Renewable_Energy_General,0.2
https://openalex.org/W4281673801,Pathway to a land-neutral expansion of Brazilian renewable fuel production,0,Renewable_Energy_General,0.8882479991305837
https://openalex.org/W2558135188,Role of Mushroom Mn-Oxidizing Peroxidases in Biomass Conversion,0,Renewable_Energy_General,0.2
https://openalex.org/W4311551348,Optimized selection of component models for photovoltaic and energy storage system simulations,2,Solar_Biomass_Production,0.3883474675629062
https://openalex.org/W1994155877,Choosing co-substrates to supplement biogas production from animal slurry – A life cycle assessment of the environmental consequences,0,Renewable_Energy_General,0.2
https://openalex.org/W2058139397,Impact evaluation of integrated food-bioenergy systems: A comparative LCA of peach nectar,0,Renewable_Energy_General,0.2
https://openalex.org/W4322766187,"Digitalization and real-time control to mitigate environmental impacts along rivers: Focus on artificial barriers, hydropower systems and European priorities",0,Renewable_Energy_General,0.5481958954309083
https://openalex.org/W2118598793,The Potential and Constraints of Wind Farm Development at Nearshore Sites in the Maltese Islands,3,Wind_Energy_Impacts,0.7583808442642626
https://openalex.org/W3176899528,Economic and Environmental Assessment of Plastic Waste Pyrolysis Products and Biofuels as Substitutes for Fossil-Based Fuels,2,Solar_Biomass_Production,0.7806886197231596
https://openalex.org/W3134050084,Is thermal use of groundwater a pollution?,0,Renewable_Energy_General,0.2
https://openalex.org/W2947542657,Strategies for the use of plant biomass obtained in the phytostabilisation of trace-element-contaminated soils,0,Renewable_Energy_General,0.2
https://openalex.org/W2057478426,EFFECT OF BIOFUELS ON ENVIRONMENT AND SUSTAINABLE DEVELOPMENT,0,Renewable_Energy_General,0.9865729528571282
https://openalex.org/W2612421516,Overcoming water challenges through nature-based solutions,0,Renewable_Energy_General,0.9911416554403542
https://openalex.org/W3080395775,A spatial food web model to investigate potential spillover effects of a fishery closure in an offshore wind farm,0,Renewable_Energy_General,0.2
https://openalex.org/W2507772620,Do Changes in Current Flow as a Result of Arrays of Tidal Turbines Have an Effect on Benthic Communities?,4,Hydropower_Aquatic,0.6921883064190454
https://openalex.org/W4387531338,Sustainability conflicts in the blue economy: planning for offshore aquaculture and offshore wind energy development in Norway,0,Renewable_Energy_General,0.7381044284841634
https://openalex.org/W4293574858,Spatially explicit life cycle assessments reveal hotspots of environmental impacts from renewable electricity generation,0,Renewable_Energy_General,0.5463885890069515
https://openalex.org/W2916469900,Soil microbial functions are affected by organic matter removal in temperate deciduous forest,0,Renewable_Energy_General,0.2
https://openalex.org/W4224251586,Merits and Limitations of Element Balances as a Forest Planning Tool for Harvest Intensities and Sustainable Nutrient Management—A Case Study from Germany,0,Renewable_Energy_General,0.5663162458879044
https://openalex.org/W2068214371,Environmental implications of wave energy proposals for the outer hebrides and Moray Firth,0,Renewable_Energy_General,0.2
https://openalex.org/W3001077610,"Predicting strike susceptibility and collision patterns of the common buzzard at wind turbine structures in the federal state of Brandenburg, Germany",3,Wind_Energy_Impacts,0.990999309159456
https://openalex.org/W3198909248,Site-Effects Dominate the Plant Availability of Nutrients under Salix Species during the First Cutting Cycle,2,Solar_Biomass_Production,0.9362285539003684
https://openalex.org/W3134740077,More than the sum of the parts: System analysis of the usability of roofs in housing estates,0,Renewable_Energy_General,0.867405918359368
https://openalex.org/W2588605328,"Health benefits, ecological threats of low-carbon electricity",0,Renewable_Energy_General,0.8060750573922258
https://openalex.org/W4319456383,An integrated conceptual model to characterize the effects of offshore wind farms on ecosystem services,0,Renewable_Energy_General,0.2
https://openalex.org/W3181754010,Modeling Small Scale Impacts of Multi-Purpose Platforms: An Ecosystem Approach,3,Wind_Energy_Impacts,0.4233349142869858
https://openalex.org/W1965015768,"Strategic priorities for assessing ecological impacts of marine renewable energy devices in the Pentland Firth (Scotland, UK)",0,Renewable_Energy_General,0.2
https://openalex.org/W2127319975,"Assessing the Impact of Windfarms in Subtidal, Exposed Marine Areas",0,Renewable_Energy_General,0.2
https://openalex.org/W2138265943,Biodiversity offsets for offshore wind farm projects: The current situation in Europe,0,Renewable_Energy_General,0.2
https://openalex.org/W2023633611,Patterns of field layer invertebrates in successional stages of managed boreal forest: Implications for the declining Capercaillie Tetrao urogallus L. population,0,Renewable_Energy_General,0.2
https://openalex.org/W3178325513,Life-cycle impacts of wind energy development on bird diversity in Norway,3,Wind_Energy_Impacts,0.6833894980987285
https://openalex.org/W2964972073,Do wind turbines impact plant community properties in mountain region?,0,Renewable_Energy_General,0.2
https://openalex.org/W2113231254,Barriers to movement: impacts of wind farms on migrating birds,3,Wind_Energy_Impacts,0.9910886656897563
https://openalex.org/W4384825783,Bat mortality in wind farms of southern Europe: temporal patterns and implications in the current context of climate change,3,Wind_Energy_Impacts,0.8042420168574766
https://openalex.org/W2951095316,The Race to the Water for Offshore Renewable Energy: Assessing Cumulative and In-combination Impacts for Offshore Renewable Energy Developments,3,Wind_Energy_Impacts,0.5352316462753851
https://openalex.org/W2888966158,Spatially explicit LCA analysis of biodiversity losses due to different bioenergy policies in the European Union,0,Renewable_Energy_General,0.2
https://openalex.org/W3118400814,Spatial and temporal analysis of cumulative environmental effects of offshore wind farms in the North Sea basin,3,Wind_Energy_Impacts,0.5942679085171026
https://openalex.org/W2104619170,Impact assessment of the European biofuel directive on land use and biodiversity,0,Renewable_Energy_General,0.2
https://openalex.org/W2899618768,Modeling Forest Woody Biomass Availability for Energy Use Based on Short-Term Forecasting Scenarios,0,Renewable_Energy_General,0.7621261242329067
https://openalex.org/W4382680095,Nature-Based Solution to Man-Made Problems: Fostering the Uptake of Phytoremediation and Low-iluc Biofuels in the EU,0,Renewable_Energy_General,0.8168899156466596
https://openalex.org/W4206701886,Comparative assessment of hydropower risks for fishes using the novel European fish hazard Index,4,Hydropower_Aquatic,0.7271869047865415
https://openalex.org/W1963962993,"Ash Characterization and Transformation Behavior of the Fixed-Bed Combustion of Novel Crops: Poplar, Brassica, and Cassava Fuels",2,Solar_Biomass_Production,0.593492091380863
https://openalex.org/W3139212409,Monitoring of the effects of a temporally limited heat stress on microbial communities in a shallow aquifer,0,Renewable_Energy_General,0.2
https://openalex.org/W4313585095,Challenging the new blue deal by embedding interactions with the non-humans in the offshore renewable energy development,2,Solar_Biomass_Production,0.37954789674975986
https://openalex.org/W2109654176,A metagenomic study of the microbial communities in four parallel biogas reactors,4,Hydropower_Aquatic,0.8307637191083054
https://openalex.org/W2018722599,An integrated approach to hydrogen economy in Sicilian islands,0,Renewable_Energy_General,0.2
https://openalex.org/W2889777765,Empirical measures of harbor seal behavior and avoidance of an operational tidal turbine,0,Renewable_Energy_General,0.2
https://openalex.org/W2063447000,Effects of wave energy converters on the surrounding soft-bottom macrofauna (west coast of Sweden),0,Renewable_Energy_General,0.2
https://openalex.org/W2031671327,Application of renewable energy sources in the Greek islands of the South Aegean Sea,0,Renewable_Energy_General,0.2
https://openalex.org/W2909473500,Fish passes design discharge requirements for successful operation,4,Hydropower_Aquatic,0.9124346314509922
https://openalex.org/W2914807724,"Applying AQUATOX for the ecological risk assessment coastal of Black Sea at small industries around Samsun, Turkey",0,Renewable_Energy_General,0.2
https://openalex.org/W2552886766,What evidence exists on the local impacts of energy systems on marine ecosystem services: a systematic map,0,Renewable_Energy_General,0.3912524268461347
https://openalex.org/W2889905609,Environmental Restoration in Hydropower Development—Lessons from Norway,0,Renewable_Energy_General,0.822686923440591
https://openalex.org/W2181875360,A Marine Spatial Planning framework for the optimal siting of Marine Renewable Energy Installations: two Danish case studies.,3,Wind_Energy_Impacts,0.5974838066240865
https://openalex.org/W1979183352,Minimal effects of wind turbines on the distribution of wintering farmland birds,3,Wind_Energy_Impacts,0.8219408422795695
https://openalex.org/W2034267672,NIR techniques create added values for the pellet and biofuel industry,0,Renewable_Energy_General,0.2
https://openalex.org/W1970694317,Indicators To Determine Winning Renewable Energy Technologies with an Application to Photovoltaics,0,Renewable_Energy_General,0.9050420382707557
https://openalex.org/W2805933591,Life cycle assessment of Jatropha curcas biodiesel production: a case study in Mexico,0,Renewable_Energy_General,0.2
https://openalex.org/W4366979733,Monetizing ecosystem services of perennial wild plant mixtures for bioenergy,0,Renewable_Energy_General,0.2
https://openalex.org/W327404217,Public attitudes and environmental impacts of wind farms: a review,3,Wind_Energy_Impacts,0.5012802541546375
https://openalex.org/W2028840404,Soil disturbance and early vegetation response to varying intensity of energy wood harvest,0,Renewable_Energy_General,0.2
https://openalex.org/W4310987120,What evidence exists regarding the effects of photovoltaic panels on biodiversity? A critical systematic map protocol,0,Renewable_Energy_General,0.3939367756921549
https://openalex.org/W2276984630,Spatial ecosystem modelling of marine renewable energy installations: Gauging the utility of Ecospace,0,Renewable_Energy_General,0.2
https://openalex.org/W4213283789,Sustainable Development—International Framework—Overview and Analysis in the Context of Forests and Forest Products—Competitiveness and Policy,0,Renewable_Energy_General,0.7560754005517841
https://openalex.org/W4281491415,Environmental Impact Assessment for the decommissioning of offshore wind farms,0,Renewable_Energy_General,0.2
https://openalex.org/W2737077479,Response of stream benthic macroinvertebrates to current water management in Alpine catchments massively developed for hydropower,0,Renewable_Energy_General,0.2
https://openalex.org/W3087130901,Potential Bioenergy Production from Miscanthus × giganteus in Brandenburg: Producing Bioenergy and Fostering Other Ecosystem Services while Ensuring Food Self-Sufficiency in the Berlin-Brandenburg Region,0,Renewable_Energy_General,0.5910277890733324
https://openalex.org/W3129321542,Sustainable Drying and Torrefaction Processes of Miscanthus for Use as a Pelletized Solid Biofuel and Biocarbon-Carrier for Fertilizers,4,Hydropower_Aquatic,0.5912376587852489
https://openalex.org/W2055732994,Griffon vulture mortality at wind farms in southern Spain: Distribution of fatalities and active mitigation measures,0,Renewable_Energy_General,0.2
https://openalex.org/W2062165876,Impact on soil quality of a 10-year-old short-rotation coppice poplar stand compared with intensive agricultural and uncultivated systems in a Mediterranean area,0,Renewable_Energy_General,0.2
https://openalex.org/W2312000610,Sustainable energy potential from biomass through ecosystem services trade-off analysis: The case of the Province of Rovigo (Northern Italy),0,Renewable_Energy_General,0.2
https://openalex.org/W2511777074,Expert-based evaluation of the impacts of hydropower plant construction on natural systems in Turkey,4,Hydropower_Aquatic,0.6364305107360969
https://openalex.org/W2023248005,Offshore marine renewable energy devices as stepping stones across biogeographical boundaries,3,Wind_Energy_Impacts,0.8669823769426945
https://openalex.org/W4313503302,Multicriteria Decision Analysis of Suitable Location for Wind and Photovoltaic Power Plants on the Galápagos Islands,0,Renewable_Energy_General,0.41163211075620393
https://openalex.org/W2799494344,"Understanding the effects of electromagnetic field emissions from Marine Renewable Energy Devices (MREDs) on the commercially important edible crab, Cancer pagurus (L.)",0,Renewable_Energy_General,0.2
https://openalex.org/W2343326809,Wood-based bioenergy value chain in mountain urban districts: An integrated environmental accounting framework,0,Renewable_Energy_General,0.2
https://openalex.org/W2167348465,Ecological Concepts and Strategies with Relevance to Energy-Conscious Spatial Planning and Design,0,Renewable_Energy_General,0.9246245596949246
https://openalex.org/W2972932133,Optimal Design of a Sustainable Hydrogen Supply Chain Network: Application in an Airport Ecosystem,0,Renewable_Energy_General,0.69133078036517
https://openalex.org/W4207050435,"Sustainable biochar: A facile strategy for soil and environmental restoration, energy generation, mitigation of global climate change and circular bioeconomy",0,Renewable_Energy_General,0.2
https://openalex.org/W2911251782,Multi-scale integrated assessment of second generation bioethanol for transport sector in the Campania Region,0,Renewable_Energy_General,0.2
https://openalex.org/W291058320,Environmental impacts of beef production: Review of challenges and perspectives for durability,0,Renewable_Energy_General,0.2
https://openalex.org/W1765510648,Impacts of increasing bioenergy use on ecosystem services on nature and society exemplified in the German district of Görlitz,0,Renewable_Energy_General,0.2
https://openalex.org/W2467717989,Habitat use of bats in relation to wind turbines revealed by GPS tracking,3,Wind_Energy_Impacts,0.9271712663445614
https://openalex.org/W4303984933,Metabolic engineering enables Bacillus licheniformis to grow on the marine polysaccharide ulvan,0,Renewable_Energy_General,0.4005566726408702
https://openalex.org/W1987470679,COLLECTIVE RESISTANCE AND SUSTAINABLE DEVELOPMENT IN RURAL GREECE: The Case of Geothermal Energy on the Island of Milos,0,Renewable_Energy_General,0.6441042430760537
https://openalex.org/W3016903799,Science in support of ecologically sound decommissioning strategies for offshore man-made structures: taking stock of current knowledge and considering future challenges,3,Wind_Energy_Impacts,0.44952783276972347
https://openalex.org/W2947064583,Influence of hydrologically based environmental flow methods on flow alteration and energy production in a run-of-river hydropower plant,0,Renewable_Energy_General,0.2
https://openalex.org/W2837177,The Influence of Fisheries Exclusion and Addition of Hard Substrata on Fish and Crustaceans,0,Renewable_Energy_General,0.2
https://openalex.org/W4313410684,Deployment of Solar Energy at the Expense of Conservation Sensitive Areas Precludes Its Classification as an Environmentally Sustainable Activity,0,Renewable_Energy_General,0.7577380756200557
https://openalex.org/W2022698246,Wind Farm Facilities in Germany Kill Noctule Bats from Near and Far,3,Wind_Energy_Impacts,0.9938477670398822
https://openalex.org/W2138363062,Risk management and regeneration of brownfields using bioenergy crops,0,Renewable_Energy_General,0.2
https://openalex.org/W2090898241,Eco-hydro-acoustic modeling and its use as an EIA tool,0,Renewable_Energy_General,0.2
https://openalex.org/W1994964062,Energy crops as a new bird habitat: utilization of oilseed rape fields by the rare Bluethroat (Luscinia svecica),0,Renewable_Energy_General,0.2
https://openalex.org/W2964272677,Potential effects of deep seawater discharge by an Ocean Thermal Energy Conversion plant on the marine microorganisms in oligotrophic waters,0,Renewable_Energy_General,0.2
https://openalex.org/W4386717900,Ecological assessment of the world's first shaft hydropower plant,4,Hydropower_Aquatic,0.8067275569412441
https://openalex.org/W4327703312,Ecological effects of offshore wind farms on Atlantic cod (Gadus morhua) in the southern North Sea,0,Renewable_Energy_General,0.2
https://openalex.org/W4381662326,Environmental reporting in the hydropower sector: analysis of EMAS registered hydropower companies in Italy,4,Hydropower_Aquatic,0.6355475283720777
https://openalex.org/W1977996590,Environmental and Ecological Effects of Ocean Renewable Energy Development – A Current Synthesis,0,Renewable_Energy_General,0.6170679709168135
https://openalex.org/W2527845499,The Effect of the Invasive Plant Species Lupinus polyphyllus Lindl. on Energy Recovery Parameters of Semi-Natural Grassland Biomass,2,Solar_Biomass_Production,0.4858990424160263
https://openalex.org/W2800390586,Underwater operational noise level emitted by a tidal current turbine and its potential impact on marine fauna,0,Renewable_Energy_General,0.2
https://openalex.org/W2997495268,Occurrence of Thermophilic Microorganisms in Different Full Scale Biogas Plants,4,Hydropower_Aquatic,0.8531261734074853
https://openalex.org/W2080752158,The Impact of Field Size on the Environment and Energy Crop Production Efficiency for a Sustainable Indigenous Bioenergy Supply Chain in the Republic of Ireland,4,Hydropower_Aquatic,0.4715315081750797
https://openalex.org/W2753091639,Soil-related ecosystem services trade-off analysis for sustainable biodiesel production,0,Renewable_Energy_General,0.2
https://openalex.org/W3140065158,Managing spatial sustainability trade-offs: The case of wind power,0,Renewable_Energy_General,0.6945811765059873
https://openalex.org/W3185036984,Environmental sustainability of the biogas pathway in Italy through the methodology of the Global Bioenergy Partnership,0,Renewable_Energy_General,0.2
https://openalex.org/W4220764215,Multiobjective optimization of hybrid wind-photovoltaic plants with battery energy storage system: Current situation and possible regulatory changes,0,Renewable_Energy_General,0.2
https://openalex.org/W2895605457,Flexible foraging strategies in Pipistrellus pygmaeus in response to abundant but ephemeral prey,3,Wind_Energy_Impacts,0.6470801621414749
https://openalex.org/W3036596172,Quantifying the differences in avian attack rates on reptiles between an infrastructure and a control site,0,Renewable_Energy_General,0.2
https://openalex.org/W2539902286,Effects of river bank heterogeneity and time of day on drift and stranding of juvenile European grayling (Thymallus thymallus L.) caused by hydropeaking,0,Renewable_Energy_General,0.2
https://openalex.org/W2989227208,The effect of harvest date and the chemical characteristics of biomass from Molinia meadows on methane yield,2,Solar_Biomass_Production,0.6952522265234471
https://openalex.org/W2586246397,Differential recovery of habitat use by birds after wind farm installation: A multi-year comparison,0,Renewable_Energy_General,0.2
https://openalex.org/W2691308255,The Influence of Solar Power Plants on Microclimatic Conditions and the Biotic Community in Chilean Desert Environments,0,Renewable_Energy_General,0.2
https://openalex.org/W2944226765,"Municipal transitions: The social, energy, and spatial dynamics of sociotechnical change in South Tyrol, Italy",0,Renewable_Energy_General,0.8354442859706196
https://openalex.org/W3209593588,Comparative analysis of changes in hydromorphological conditions upstream and downstream hydropower plants on selected rivers in Poland and Belgium,4,Hydropower_Aquatic,0.9913831088176244
https://openalex.org/W1965220331,Combining spatial modeling and choice experiments for the optimal spatial allocation of wind turbines,0,Renewable_Energy_General,0.2
https://openalex.org/W2049440158,Adverse impacts of wind power generation on collision behaviour of birds and anti-predator behaviour of squirrels,0,Renewable_Energy_General,0.2
https://openalex.org/W2765481915,Assessing the Impact of Renewable Energy on Regional Sustainability—A Comparative Study of Sogn og Fjordane (Norway) and Okinawa (Japan),0,Renewable_Energy_General,0.9895885294788035
https://openalex.org/W2126724600,Effects of first‐ and second‐generation bioenergy crops on soil processes and legacy effects on a subsequent crop,2,Solar_Biomass_Production,0.8786080431563477
https://openalex.org/W2140922765,Rapid assessment of marine non-native species in northern Scotland and a synthesis of existing Scottish records,3,Wind_Energy_Impacts,0.9922355437404217
https://openalex.org/W4385720415,The rapid expansion of offshore wind farms challenges the reliability of ICES-coordinated fish surveys—insights from the Baltic Sea,4,Hydropower_Aquatic,0.7251954731627754
https://openalex.org/W3112838400,Land-use impacts of Brazilian wind power expansion,3,Wind_Energy_Impacts,0.49841236663144217
https://openalex.org/W2139508236,Poor evidence-base for assessment of windfarm impacts on birds,3,Wind_Energy_Impacts,0.9274533005166251
https://openalex.org/W3119959363,Assessing the effects of wind farms on soil organic carbon,0,Renewable_Energy_General,0.2
https://openalex.org/W3040823062,The human dimensions of a green–green-dilemma:​ Lessons learned from the wind energy — wildlife conflict in Germany,3,Wind_Energy_Impacts,0.7727276555394306
https://openalex.org/W2183912984,Hy:Con: A Strategic Tool For Balancing Hydropower Development And Conservation Needs,0,Renewable_Energy_General,0.7138135101431708
https://openalex.org/W2021787886,The Power of Bioenergy‐Related Standards to Protect Biodiversity,0,Renewable_Energy_General,0.9569617174494417
https://openalex.org/W4383873502,The importance of considering agricultural dynamics when discussing agro-environmental sustainability in futures studies of biogas,0,Renewable_Energy_General,0.2
https://openalex.org/W2049389158,A Microalgae-Based Biodiesel Refinery: Sustainability Concerns and Challenges,0,Renewable_Energy_General,0.6269818111084091
https://openalex.org/W4380996637,Offshore construction using gravity-base foundations indicates no long-term impacts on dolphins and harbour porpoise,3,Wind_Energy_Impacts,0.7002393254832686
https://openalex.org/W3111108148,Pretreatment is an important method for increasing the conversion efficiency of rice straw by black soldier fly larvae based on the function of gut microorganisms,0,Renewable_Energy_General,0.2
https://openalex.org/W3196420156,Specification of Environmental Consequences of the Life Cycle of Selected Post-Production Waste of Wind Power Plants Blades,2,Solar_Biomass_Production,0.8342106263598144
https://openalex.org/W3193711492,A new framework and tool for ecological risk assessment of wave energy converters projects,0,Renewable_Energy_General,0.2
https://openalex.org/W2890988460,"Assessing the impacts of a utility-scale photovoltaic solar energy facility on birds in the Northern Cape, South Africa",0,Renewable_Energy_General,0.2
https://openalex.org/W1825772973,Environmental impact of energy crop cultivation,0,Renewable_Energy_General,0.4750524902051421
https://openalex.org/W2577408482,Multisensor Acoustic Tracking of Fish and Seabird Behavior Around Tidal Turbine Structures in Scotland,3,Wind_Energy_Impacts,0.5923029641208295
https://openalex.org/W2058545009,Trade-Offs Between Forest Protection and Wood Supply in Europe,0,Renewable_Energy_General,0.2
https://openalex.org/W2884642208,Measuring sensitivity of two OSPAR indicators for a coastal food web model under offshore wind farm construction,0,Renewable_Energy_General,0.2
https://openalex.org/W2039456600,Seabird–wind farm interactions during the breeding season vary within and between years: A case study of lesser black-backed gull Larus fuscus in the UK,0,Renewable_Energy_General,0.2
https://openalex.org/W2163048495,The impact of growing miscanthus for biomass on farmland bird populations,0,Renewable_Energy_General,0.2
